Turbo Title,Setup,Thread ID,Game ID,Winning Alignment,Villagers,Wolves
mannys back lettuce d1 him hehe,joat10,41453,6177,Town,"['baudib1', 'InstantHammer', 'Manny', 'Kajot', 'anne.', 'insomnia', 'Donut Boy', 'gamer']","['lol', 'DUKE!']"
gl turbot,joat10,41448,6176,Town,"['baudib1', 'wolfboy', 'alexa.', 'anne.', 'jess', 'DUKE!', 'Haze with a Z', 'matt']","['SheepButGood', 'Donut Boy']"
this hydra is fucking cursed,joat10,41431,6172,Town,"['baudib1', 'gamer', 'jess', 'Clouds', 'Gira', 'moonstermash', 'baudib3', 'sOHiJK']","['DUKE!', 'wolfboy']"
archy is a wolfyboy,joat10,41426,6171,Mafia,"['insomnia', 'Variance', 'baudib1', 'lol', 'Donut Boy', 'InstantHammer', 'Kuti plz', 'High Fidelity']","['Clouds', 'gamer']"
i'm pretty sure grant is a wolf,joat10,41421,6170,Town,"['Carlos', 'matt', 'Happy', 'baudib1', 'neil the eel', 'Clouds', 'anne.', 'Macdougall']","['DUKE!', 'Grant']"
!rand -title '',joat10,41400,6165,Mafia,"['Frog on a Leaf', 'Happy', 'Macdougall', 'Xanjori', 'Happymeal', 'InstantHammer', 'Mumen Rider', 'lol']","['insomnia', 'DoctorZeus']"
this is matt's game,joat10,41389,6162,Mafia,"['matt', 'insomnia', 'Syl', 'sevenseas', 'lol', 'Kajot', 'Pony', 'Stake']","['Haze with a Z', 'baudib1']"
Carlos and Alexa are town,joat10,41381,6160,Mafia,"['Trisscar', 'Syl', 'baudib1', 'Donut Boy', 'Pandoras Actor', 'DUKE!', 'SheepButGood', 'benneh']","['arogame123', 'Carlos']"
anne's feet pics inside this thread,joat10,41376,6159,Mafia,"['baudib1', 'anne.', 'DUKE!', 'Trisscar', 'Happymeal', 'spookycat27', 'Illwei', 'Syl']","['alexa.', 'SheepButGood']"
Turbos are ALIVE,joat10,41371,6158,Mafia,"['katlexa', 'Myzrael', 'DUKE!', 'Gira', 'Variance', 'moonstermash', 'baudib1', 'lol']","['insomnia', 'benneh']"
sunbae more like sungae,joat10,41355,6155,Mafia,"['anne.', 'benneh', 'Haru Okumura', 'moonstermash', 'baudib1', 'DUKE!', 'jess', 'gamer']","['Haze with a Z', 'Illwei']"
no one actually wants to play this idk why we're randing it gl town,joat10,41351,6154,Town,"['Prince J', 'anne.', 'DUKE!', 'Vikuale2', 'moonstermash', 'Clouds', 'katlexa', 'InstantHammer']","['Illwei', 'jess']"
I can save everyone,joat10,41328,6148,Town,"['baudib1', 'Happy', 'matt', 'moonstermash', 'Illwei', 'Vikuale2', 'Haze with a Z', 'DUKE!']","['spookycat27', 'Garden Gnome']"
And Brad Steals One,joat10,41321,6146,Mafia,"['matt', 'DUKE!', 'OUTM', 'baudib1', 'benneh', 'lol', 'Macdougall', 'arogame123']","['Happy', 'ladd']"
Boob1 doesn’t need a sub,joat10,41317,6145,Mafia,"['baudib1', 'Zharvakko', 'Pandoras Actor', 'Happy', 'OUTM', 'matt', 'Carlos', 'Prince J']","['benneh', 'DUKE!']"
im gonna rand w,joat10,41298,6144,Mafia,"['matt', 'Kajot', 'insomnia', 'InstantHammer', 'Hallia', 'moonstermash', 'baudib1', 'Zharvakko']","['Garden Gnome', 'Prince J']"
gay,joat10,41293,6143,Mafia,"['baudib1', 'benneh', 'DoctorZeus', 'Happy', 'Kajot', 'Xanjori', 'anne.', 'Tanglefire']","['insomnia', 'InstantHammer']"
guis im tired and town and tired and town also vote for,joat10,41286,6141,Mafia,"['alexa.', 'matt', 'Vikuale2', 'OUTM', 'anne.', 'SheepButGood', 'Xanjori', 'Hallia']","['benneh', 'baudib1']"
hang iaafr d1,joat10,41282,6140,Town,"['matt', 'baudib1', 'Garden Gnome', 'Haze with a Z', 'Happymeal', 'SheepButGood', 'Prince J', 'Vikuale2']","['fires', 'Tanglefire']"
anne HATES gamers,cop9,41278,6139,Town,"['moonstermash', 'lol', 'DUKE!', 'Vikuale2', 'wolfboy', 'matt', 'alexa.']","['Pony', 'anne.']"
i am the innocent child,f3practice,41838,6265,Town,"['deine mudda', 'Litten']",['townboy']
quick before dz dies,joat10,41834,6264,Town,"['DoctorZeus', 'Disaster', 'Kajot', 'mhsmith0', 'Happy', 'insomnia', 'benneh', 'Litten']","['Alexanny', 'ladd']"
goodnight instanthammer,joat10,41830,6263,Mafia,"['wolfboy', 'Happy', 'Gira', 'InstantHammer', 'The Penguin', 'Xanjori', 'ladd', 'insomnia']","['Spider-Manny', 'Kajot']"
delwashed,f3practice,41826,6262,Town,"['Transcend', 'Happy']",['Delta']
12345,f3practice,41822,6261,Town,"['Happy', 'deine mudda']",['Transcend']
benneh. Joat.,joat10,41818,6260,Mafia,"['baudib1', 'Illwei', 'Kuti plz', 'Garden Gnome', 'TigerWoodsPGATour2004', 'spookycat27', 'Vikuale2', 'Transcend']","['Sturgeon', 'Abraham DeLacey']"
weeeee,f3practice,41810,6258,Mafia,"['Seel', 'baudib1']",['matt']
no IC glgl,f3practice,41805,6257,Town,"['DoctorZeus', 'Seel']",['kurbo']
alexa is the judge,f3practice,41801,6256,Mafia,"['DoctorZeus', 'Seel']",['kurbo']
Wait u can’t have 2 alexa hydras,joat10,41792,6254,Mafia,"['baudib1', 'Rem', 'Kajot', 'Variance', 'Delta', 'Xanjori', 'Alexanny', 'Taffy']","['InstantHammer', 'gamer']"
wait for IH uwu,joat10,41788,6253,Town,"['baudib1', 'Carlos', 'insomnia', 'Rem', 'Kajot', 'wolfboy', 'InstantHammer', 'Sigma Klim']","['Variance', 'lol']"
OMG this randed,joat10,41783,6252,Mafia,"['baudib1', 'Happy', 'Donut Boy', 'mhsmith0', 'neil the eel', 'judge rabbit', 'TigerWoodsPGATour2004', 'ezreal']","['matt', 'Manny']"
alexa is gay,joat10,41779,6251,Mafia,"['matt', 'baudib1', 'Happy', 'TigerWoodsPGATour2004', 'mhsmith0', 'Trisscar', 'Porscha', 'Myzrael']","['Kuti plz', 'neil the eel']"
Neil is a wolfyboy,f3practice,41775,6250,Town,"['Happy', 'townboy']",['gamer']
GIVE ME IC OR GIVE ME DEATH,f3practice,41771,6249,Town,"['wakoim', 'Kuti plz']",['TigerWoodsPGATour2004']
rng loves matt 🥺,f3practice,41767,6248,Mafia,"['TigerWoodsPGATour2004', 'Kuti plz']",['wakoim']
GIVE ME IC GOT DAMN,f3practice,41763,6247,Mafia,"['wakoim', 'TigerWoodsPGATour2004']",['mhsmith0']
"neil is peel, gamer is ICing matt for real",f3practice,41759,6246,Town,"['townboy', 'anne.']",['wakoim']
GIVE ME IC ALREADY,f3practice,41755,6245,Mafia,"['gamer', 'arogame123']",['wakoim']
w/e is NOT ALIGNEMNT INDICATIVE,f3practice,41751,6244,Mafia,"['wakoim', 'judge rabbit']",['mhsmith0']
boob ic threepeat,f3practice,41747,6243,Town,"['mhsmith0', 'baudib1']",['wakoim']
stfu,f3practice,41743,6242,Town,"['mhsmith0', 'baudib1']",['wakoim']
boob1 is the boob(1),f3practice,41739,6241,Town,"['wakoim', 'baudib1']",['mhsmith0']
judge rabbit is not the judge (probably),f3practice,41735,6240,Town,"['wakoim', 'townboy']",['judge rabbit']
null the lull is the innocent child,f3practice,41731,6239,Town,"['matt', 'gamer']",['alexa.']
kill Alexa at f3,f3practice,41727,6238,Town,"['alexa.', 'gamer']",['matt']
glgl,joat10,41723,6237,Town,"['matt', 'Variance', 'InstantHammer', 'spookycat27', 'DUKE!', 'arogame123', 'Kajot', 'neil the eel']","['baudib1', 'Prince J']"
"gamer is mafia, d1 them :(",joat10,41712,6235,Town,"['insomnia', 'baudib1', 'Variance', 'InstantHammer', 'Happy', 'Delta', 'neil the eel', 'lol']","['Kajot', 'gamer']"
stake is a bad host,joat10,41708,6234,Mafia,"['InstantHammer', 'Happy', 'wolfboy', 'Kajot', 'neil the eel', 'DiSoRiEnTeD', 'insomnia', 'lol']","['Manny', 'Variance']"
an embarassment of the ages,f3practice,41704,6233,Town,"['kurbo', 'Seel']",['Happy']
i randed it,f3practice,41700,6232,Mafia,"['InstantHammer', 'wolfboy']",['Happy']
memes,joat10,41695,6231,Town,"['Happy', 'Kuti plz', 'Donut Boy', 'LittEleven', 'alexa.', 'Manny', 'DUKE!', 'Nippleman']","['matt', 'Rem']"
boob1 has no time to out,joat10,41691,6230,Town,"['matt', 'DUKE!', 'Kuti plz', 'benneh', 'Haze with a Z', 'Purrito', 'baudib1', 'Nippleman']","['arogame123', 'Trisscar']"
what's this,f3practice,41687,6229,Mafia,"['arogame123', 'mhsmith0']",['matt']
3f practice,f3practice,41683,6228,Mafia,"['baudib1', 'InstantHammer']",['Delta']
Automated turbo game thread: 07bf8b78-85de-40,cop9,41679,6227,Town,"['wolfboy', 'benneh', 'Kuti plz', 'Prince J', 'Nippleman', 'Alexanny', 'DUKE!']","['Haze with a Z', 'matt']"
kurbo,joat10,41675,6226,Town,"['Delta', 'Variance', 'Kuti plz', 'neil the eel', 'matt', 'DoctorZeus', 'Trisscar', 'Tanglefire']","['benneh', 'Taffy']"
Ladd is hosting n1 him,joat10,41671,6225,Mafia,"['Kuti plz', 'insomnia', 'Cape90', 'neil the eel', 'Nippleman', 'wolfboy', 'DoctorZeus', 'baudib1']","['Delta', 'Xanjori']"
Automated turbo game thread: 0f7727ae-d9e3-42,joat10,41667,6224,Mafia,"['Kuti plz', 'Delta', 'benneh', 'townboy', 'wolfboy', 'lol', 'neil the eel', 'Xanjori']","['DoctorZeus', 'Manny']"
lunch ladd D1,joat10,41663,6223,Town,"['Athena Cykes', 'InstantHammer', 'Manny', 'baudib1', 'Xanjori', 'Kajot', 'lol', 'ladd']","['Delta', 'Nippleman']"
helllllllllllo,joat10,41659,6222,Mafia,"['Delta', 'baudib1', 'InstantHammer', 'Nippleman', 'neil the eel', 'insomnia', 'Gira', 'anne.']","['Variance', 'townboy']"
test 2 doublejoat13,doublejoat13,41655,6221,Mafia,"['matt', 'judge rabbit', 'kheirous', 'LittEleven', 'Delta', 'Manny', 'benneh', 'Kaif', 'Spiderz', 'neil the eel']","['Donut Boy', 'Clouds', 'Porscha']"
turb sponsored by Lissa,joat10,41651,6220,Town,"['Pandoras Actor', 'Prince J', 'Manny', 'LittEleven', 'matt', 'Trisscar', 'kheirous', 'judge rabbit']","['Donut Boy', 'Clouds']"
mafia BOOniverse,joat10,41638,6218,Town,"['insomnia', 'sevenseas', 'Variance', 'rotomwash', 'Gengar', 'Lapras', 'CatnodDotGif', 'Miriam Hiphopopotamus']","['wakoim', 'Vikuale2']"
Automated turbo game thread: aa741055-9e7b-48,joat10,41633,6217,Town,"['matt', 'neil the eel', 'insomnia', 'Kajot', 'DUKE!', 'sevenseas', 'Variance', 'wolfboy']","['spookycat27', 'baudib1']"
shrugyeet boob,joat10,41629,6216,Town,"['Kajot', 'neil the eel', 'insomnia', 'Variance', 'Purrito', 'InstantHammer', 'DUKE!', 'baudib1']","['spookycat27', 'Hallia']"
THE JOAT IS BAUDIB1????????????,joat10,41625,6215,Mafia,"['insomnia', 'gamer', 'Kajot', 'InstantHammer', 'DUKE!', 'baudib1', 'alexa.', 'Purrito']","['Xanjori', 'Hallia']"
Automated turbo game thread: 258b2f62-240e-49,joat10,41621,6214,Mafia,"['Manny', 'Xanjori', 'Happy', 'Athena Cykes', 'wolfboy', 'sevenseas', 'Taffy', 'Porcelain Doll']","['insomnia', 'Kajot']"
toxic kurb turb,joat10,41616,6213,Town,"['Xanjori', 'Variance', 'DUKE!', 'alexa.', 'arogame123', 'Delta', 'neil the eel', 'benneh']","['Pony', 'spookycat27']"
Hey look its a turbo,joat10,41612,6212,Mafia,"['Hallia', 'insomnia', 'Variance', 'wolfboy', 'baudib1', 'arogame123', 'spookycat27', 'Delta']","['DUKE!', 'matt']"
"Akasuki gained stop.
Nipple man lost stop.
It's wild to think.",joat10,42179,6333,Mafia,"['mhsmith0', 'tepig19283', 'baudib1', 'Smaug', 'Happy', 'sevenseas', 'Akasuki', 'TigerWoodsPGATour2004']","['matt', 'SheepButGood']"
sheep but okayish,joat10,42175,6332,Town,"['Nippleman', 'Happy', 'sevenseas', 'Akasuki', 'matt', 'TruThought', 'wolfboy', 'SheepButGood']","['mhsmith0', 'TigerWoodsPGATour2004']"
ballfucker76,joat10,42171,6331,Mafia,"['wolfboy', 'Delta', 'Haze with a Z', 'mhsmith0', 'Nippleman', 'TigerWoodsPGATour2004', 'TruThought', 'sevenseas']","['tepig19283', 'matt']"
pocket bus,joat10,42166,6330,Town,"['matt', 'benneh', 'Nippleman', 'TruThought', 'wolfboy', 'tepig19283', 'Jazzy Kate', 'Delta']","['OUTM', 'bystander']"
i do not miss wolfboy,joat10,42162,6329,Town,"['Kuti plz', 'snally', 'Illwei', 'TigerWoodsPGATour2004', 'sevenseas', 'Garden Gnome', 'wolfboy', 'gamer']","['baudib1', 'tepig19283']"
anyone else want in,joat10,42158,6328,Town,"['wolfboy', 'tepig19283', 'InstantHammer', 'matt', 'DUKE!', 'gamer', 'sevenseas', 'Smaug']","['iaafr', 'snally']"
NerdyGirlTaylor turbo,joat10,42150,6326,Mafia,"['baudib1', 'matt', 'snally', 'Illwei', 'InstantHammer', 'Akasuki', 'tepig19283', 'Smaug']","['iaafr', 'Delta']"
non racist turbo celebration of light,joat10,42146,6325,Town,"['Kuti plz', 'matt', 'neil the eel', 'Delta', 'snally', 'insomnia', 'Rem', 'wolfboy']","['InstantHammer', 'gamer']"
neil the eel turbo,joat10,42142,6324,Town,"['TigerWoodsPGATour2004', 'OUTM', 'Kuti plz', 'gamer', 'neil the eel', 'Nippleman', 'Moonwink', 'Akasuki']","['matt', 'snally']"
spank cover,joat10,42138,6323,Town,"['TigerWoodsPGATour2004', 'snally', 'Kuti plz', 'Hyena', 'Akasuki', 'neil the eel', 'Gengar', 'gamer']","['OUTM', 'Happy']"
hally and gamer are dog kicking masons,joat10,42134,6322,Town,"['snally', 'mhsmith0', 'baudib1', 'matt', 'InstantHammer', 'gamer', 'insomnia', 'Akasuki']","['wolfboy', 'Prince J']"
glhf <3,joat10,42120,6319,Town,"['Trisscar', 'Kuti plz', 'Nippleman', 'matt', 'Aether and Lumine', 'Turbo King', 'insomnia', 'Haze with a Z']","['Akasuki', 'TigerWoodsPGATour2004']"
PRINCE J BIRTHDAY TURBO,joat10,42107,6318,Mafia,"['Illwei', 'baudib1', 'Nippleman', 'TigerWoodsPGATour2004', 'Prince J', 'matt', 'wolfboy', 'Happymeal']","['Trisscar', 'Donut Boy']"
sabi fail,joat10,42098,6317,Town,"['wolfboy', 'matt', 'TigerWoodsPGATour2004', 'Nippleman', 'sevenseas', 'Diplomacy Dinguses', 'Sturgeon', 'benneh']","['Happymeal', 'Gengar']"
lol brad didnt rand the game,joat10,42082,6314,Mafia,"['baudib1', 'Kuti plz', 'matt', 'Prince J', 'Donut Boy', 'Trisscar', 'TigerWoodsPGATour2004', 'Delta']","['wolfboy', 'Nippleman']"
gg the hero,joat10,42076,6313,Town,"['Illwei', 'Happy', 'TigerWoodsPGATour2004', 'matt', 'Nippleman', 'Clouds', 'Trisscar', 'Garden Gnome']","['baudib1', 'OUTM']"
Title of game thread,joat10,42071,6312,Town,"['Happy', 'insomnia', 'Delta', 'Clouds', 'Kajot', 'lol', 'Stake', 'Violet']","['Nippleman', 'spookycat27']"
rare zug turbo,joat10,42066,6311,Mafia,"['Delta', 'Kajot', 'Kuti plz', 'wolfboy', 'baudib1', 'Zugzwang', 'spookycat27', 'Garden Gnome']","['insomnia', 'Akasuki']"
Katmeow was revealed to be Dog,joat10,42062,6310,Town,"['baudib1', 'Kuti plz', 'Delta', 'insomnia', 'Kajot', 'wolfboy', 'Akasuki', 'Influenze']","['Nippleman', 'Garden Gnome']"
that shit,joat10,42057,6309,Mafia,"['Nippleman', 'Delta', 'baudib1', 'Stake', 'neil the eel', 'arogame123', 'insomnia', 'matt']","['DoctorZeus', 'Akasuki']"
Everybody scare now,joat10,42051,6308,Mafia,"['matt', 'Clouds', 'Kuti plz', 'Akasuki', 'Influenze', 'benneh', 'TigerWoodsPGATour2004', 'Trisscar']","['neil the eel', 'Homeslice']"
everyone is my gf,joat10,42047,6307,Town,"['wolfboy', 'matt', 'TigerWoodsPGATour2004', 'mhsmith0', 'Donut Boy', 'Delta', 'Akasuki', 'baudib1']","['Nippleman', 'Haze with a Z']"
quick before null the lull dies,joat10,42035,6304,Mafia,"['Delta', 'TigerWoodsPGATour2004', 'neil the eel', 'baudib1', 'Manny', 'Kuti plz', 'insomnia', 'matt']","['Nippleman', 'wolfboy']"
hally and hydra turbo,joat10,42008,6300,Mafia,"['Nippleman', 'Happy', 'Akasuki', 'Macdougall', 'Porscha', 'matt', 'baudib1', 'SabiLand']","['snally', 'Garden Gnome']"
manny is a wolfyboy,joat10,42004,6299,Mafia,"['Nippleman', 'Happy', 'TigerWoodsPGATour2004', 'Haze with a Z', 'OUTM', 'Porscha', 'Kuti plz', 'Macdougall']","['matt', 'Garden Gnome']"
Turbo go go go,joat10,41972,6295,Mafia,"['matt', 'Happy', 'Nippleman', 'Trisscar', 'baudib1', 'Happymeal', 'Donut Boy', 'Akasuki']","['TigerWoodsPGATour2004', 'Hyena']"
well someone had to rand the game,joat10,41965,6293,Mafia,"['Happy', 'Nippleman', 'sevenseas', 'Akasuki', 'matt', 'Sigma Klim', 'Donut Boy', 'SheepButGood']","['Happymeal', 'Hyena']"
eskeetit,joat10,41961,6292,Mafia,"['Nippleman', 'sevenseas', 'Hyena', 'TigerWoodsPGATour2004', 'deine mudda', 'benneh', 'Pandoras Actor', 'Akasuki']","['matt', 'Happymeal']"
amazing turbo,joat10,41956,6291,Mafia,"['insomnia', 'Delta', 'InstantHammer', 'iaafr', 'Akasuki', 'lol', 'baudib1', 'Abraham DeLacey']","['Nippleman', 'Wazanny']"
I love trisscar,joat10,41949,6290,Town,"['Nippleman', 'Akasuki', 'baudib1', 'TigerWoodsPGATour2004', 'matt', 'Hyena', 'Donut Boy', 'Trisscar']","['Kuti plz', 'wolfboy']"
neil the hero,vig10,41944,6289,Town,"['matt', 'Abraham DeLacey', 'wolfboy', 'Kajot', 'Delta', 'sevenseas', 'Violet', 'Akasuki']","['Nippleman', 'neil the eel']"
woooohoooooo,joat10,41934,6287,Town,"['Transcend', 'TigerWoodsPGATour2004', 'Happy', 'Kajot', 'Akasuki', 'gamer', 'evakyoo', 'judge rabbit']","['spookycat27', 'baudib1']"
i am never gambling on not claiming joat again,joat10,41930,6286,Town,"['InstantHammer', 'Akasuki', 'gamer', 'Happy', 'Delta', 'insomnia', 'TigerWoodsPGATour2004', 'Kajot']","['Variance', 'spookycat27']"
meow meow nya nya :3,joat10,41926,6285,Mafia,"['InstantHammer', 'wolfboy', 'Akasuki', 'Abraham DeLacey', 'insomnia', 'Variance', 'Happy', 'spookycat27']","['Delta', 'Kajot']"
"evakyoo is the day 2 mislunch, unlucky!",joat10,41921,6284,Town,"['Nippleman', 'Abraham DeLacey', 'Happy', 'Donut Boy', 'Haze with a Z', 'SheepButGood', 'Porscha', 'evakyoo']","['Pandoras Actor', 'Transcend']"
Automated turbo game thread: 6dce6ba3-eed8-42,f3practice,41907,6281,Mafia,"['benneh', 'Dark Forces']",['Abraham DeLacey']
well this is an f3 of all time,f3practice,41902,6280,Town,"['Transcend', 'Happy']",['Abraham DeLacey']
IC test,f3practice,41897,6279,Town,"['InstantHammer', 'benneh']",['Abraham DeLacey']
deez nuts,joat10,41893,6278,Town,"['Nippleman', 'evakyoo', 'Haze with a Z', 'wolfboy', 'Garden Gnome', 'Happy', 'Pandoras Actor', 'spookycat27']","['baudib1', 'InstantHammer']"
Mickey Mouse Clubhouse Episode 1 - Donald Has a Farm,f3practice,41883,6276,Mafia,"['Delta', 'deine mudda']",['Transcend']
##vote InstantHammer,joat10,41879,6275,Mafia,"['Nippleman', 'alexa.', 'arogame123', 'anne.', 'neil the eel', 'Pandoras Actor', 'spookycat27', 'evakyoo']","['baudib1', 'DUKE!']"
dont post til host announces IC,f3practice,41875,6274,Mafia,"['deine mudda', 'arogame123']",['townboy']
turb,f3practice,41871,6273,Mafia,"['kurbo', 'spookycat27']",['townboy']
brad is scared,f3practice,41867,6272,Mafia,"['ICEEEE', 'anne.']",['townboy']
wait for townboy to give ic,f3practice,41863,6271,Town,"['Haze with a Z', 'kurbo']",['evakyoo']
wait for IC to post,f3practice,41859,6270,Mafia,"['spookycat27', 'Haze with a Z']",['kurbo']
townboy v wolfboy,f3practice,41855,6269,Town,"['townboy', 'wolfboy']",['Haze with a Z']
boob1 is here omg,joat10,41851,6268,Mafia,"['Haze with a Z', 'spookycat27', 'TigerWoodsPGATour2004', 'evakyoo', 'InstantHammer', 'baudib1', 'Variance', 'judge rabbit']","['Nippleman', 'Kajot']"
im cute,joat10,41847,6267,Mafia,"['Variance', 'gamer', 'InstantHammer', 'spookycat27', 'Kajot', 'baudib1', 'arogame123', 'DoctorZeus']","['Nippleman', 'wolfboy']"
Did DZ get his wish or not?,joat10,41842,6266,Town,"['InstantHammer', 'wolfboy', 'townboy', 'Xanjori', 'Kajot', 'Nippleman', 'Happy', 'Taffy']","['DoctorZeus', 'TigerWoodsPGATour2004']"
smaug is a boomer,joat10,42504,6403,Mafia,"['Smaug', 'Hooper', 'Dahkah', 'Xander Bly', 'Haze with a Z', 'Akasuki', 'sevenseas', 'BongWater']","['snally', 'BigMenLover9923']"
hahahahahahahahahahahahhahahaAHAHAHhaha,joat10,42499,6402,Town,"['bystander', 'Hooper', 'BongWater', 'tepig19283', 'Xander Bly', 'Haze with a Z', 'Dahkah', 'baudib1']","['Trisscar', 'lemon.tangerine']"
in a turbo yes,joat10,42491,6400,Town,"['matt', 'snally', 'Haze with a Z', 'Athena Cykes', 'baudib1', 'Pony', 'Inawordyes', 'sevenseas']","['Garden Gnome', 'fires']"
my dog swallowed a sock,joat10,42487,6399,Town,"['matt', 'baudib1', 'Nippleman', 'Haze with a Z', 'Delta', 'fires', 'Athena Cykes', 'neil the eel']","['Illwei', 'Hooper']"
Automated turbo game thread: 40410ae5-2d90-4d,joat10,42474,6396,Town,"['sevenseas', 'matt', 'bystander', 'BigMenLover9923', 'Inawordyes', 'Haze with a Z', 'Smaug', 'Illwei']","['Hooper', 'Darker']"
BigMenLover9923's revenge,joat10,42470,6395,Mafia,"['BongWater', 'BigMenLover9923', 'bystander', 'Donut Boy', 'Xander Bly', 'Hooper', 'Akasuki', 'Darker']","['sevenseas', 'matt']"
eclair boy,joat10,42466,6394,Town,"['Hooper', 'tepig19283', 'matt', 'Darker', 'Nippleman', 'sevenseas', 'bystander', 'BigMenLover9923']","['Donut Boy', 'Haze with a Z']"
bigmenlover9921,joat10,42461,6393,Town,"['BigMenLover9923', 'BongWater', 'benneh', 'baudib1', 'matt', 'snally', 'Happy', 'Vikuale2']","['Kuti plz', 'Delta']"
mermaids,joat10,42457,6392,Town,"['matt', 'wolfboy', 'BigMenLover9923', 'Kuti plz', 'Smaug', 'Hallia', 'bystander', 'Stake']","['InstantHammer', 'snally']"
Alexa. Is not on the list,joat10,42447,6390,Town,"['anne.', 'Darker', 'arogame123', 'Akasuki', 'Xander Bly', 'matt', 'snally', 'gamer']","['Happy', 'Zharvakko']"
nefarious turbo game,joat10,42440,6388,Town,"['arogame123', 'Xander Bly', 'Darker', 'Kuti plz', 'Pandoras Actor', 'Donut Boy', 'Akasuki', 'mhsmith0']","['Homeslice', 'Porscha']"
I love suki,joat10,42436,6387,Town,"['BigMenLover9923', 'baudib1', 'wakoim', 'bystander', 'Happy', 'mhsmith0', 'Kuti plz', 'Darker']","['snally', 'Akasuki']"
d1 rabbit he is NOT FRIENDLY,joat10,42432,6386,Mafia,"['Kuti plz', 'Smaug', 'Happy', 'fires', 'wakoim', 'bystander', 'Anonymous0726', 'fluffy rabbit']","['wolfboy', 'Akasuki']"
gengar wants a townrand,joat10,42428,6385,Town,"['insomnia', 'Happy', 'mhsmith0', 'snally', 'Xander Bly', 'wolfboy', 'wakoim', 'Delta']","['baudib1', 'Trisscar']"
lets go,joat10,42424,6384,Town,"['Happy', 'snally', 'harmonywoods', 'loogi', 'baudib1', 'insomnia', 'Akasuki', 'DoctorZeus']","['bystander', 'mhsmith0']"
hally is mean and kicks puppies,joat10,42420,6383,Mafia,"['baudib1', 'InstantHammer', 'bystander', 'Donut Boy', 'Akasuki', 'snally', 'Hooper', 'gamer']","['Happy', 'Gengar']"
y'all slow af,joat10,42415,6382,Mafia,"['mhsmith0', 'Hooper', 'Zharvakko', 'Kuti plz', 'snally', 'Akasuki', 'Donut Boy', 'benneh']","['wakoim', 'Haze with a Z']"
soopimussy turbussy bus soop,cop13,42411,6381,Town,"['snally', 'Zharvakko', 'Hooper', 'TigerWoodsPGATour2004', 'Jazzy Kate', 'Akasuki', 'soopimus', 'wolfboy', 'Kuti plz', 'Kelsey Winslow']","['OUTM', 'mhsmith0', 'wakoim']"
boob1 turbos,joat10,42407,6380,Mafia,"['baudib1', 'Hooper', 'TigerWoodsPGATour2004', 'Darker', 'snally', 'Donut Boy', 'Akasuki', 'Jazzy Kate']","['wakoim', 'Xanjori']"
spiny lumpsucker for the win,joat10,42402,6379,Mafia,"['Mike Corbett', 'Akasuki', 'TigerWoodsPGATour2004', 'tepig19283', 'snally', 'Hooper', 'wakoim', 'Jazzy Kate']","['Taffy', 'Gengar']"
Automated turbo game thread: c5a9a86f-9054-4e,joat10,42398,6378,Mafia,"['fires', 'OUTM', 'Vikuale2', 'Kelsey Winslow', 'Kai Chen', 'Katherine Hillard', 'Cam Watanabe', 'Lucas Kendall']","['snally', 'Darker']"
